,city,job_title,company_name,location,description,salaryCountType,salaryAmount
10,Sydney,Data Scientist / Statistical Modeller,Correlate Resources,Sydney NSW,"['AUSTRALIAS', 'MOST', 'CUTTING', 'EDGE', 'PROJECTS', 'EXCEPTIONAL', 'CAREER', 'GROWTH', 'OPPORTUNITIES', 'uCUSTOMER', 'INSIGHTS', 'Optimise', 'clients', 'acquisition', 'retention', 'growth', 'initiatives', 'STATISTICAL', 'MODELLING', 'Customer', 'Propensity', 'Credit', 'Risk', 'Scorecard', 'development', 'Educated', 'to', 'a', 'minimum', 'of', 'degree', 'level', 'in', 'an', 'analytical', 'discipline', 'such', 'as', 'Mathematics', 'Statistics', 'Econometrics', 'Actuarial', 'Studies', 'Data', 'Science', 'Computer', 'Sciencexa0etc']",year,120000.0
11,Sydney,Senior Data Scientist,Opus Recruitment Solutions,Sydney NSW,"['Go', 'to', 'main', 'page', 'content', 'Go', 'to', 'main', 'menu', 'Go', 'to', 'vacancy', 'search', 'Go', 'to', 'site', 'search', 'SectorsnnITFinancial', 'ServicesSenior', 'Appointments', 'Financial', 'Services', 'Senior', 'Appointments', 'About', 'Us', 'Work', 'for', 'Us', 'News', 'Blogs', 'Contact', 'Us', 'Top', 'notch', 'innovative', 'agency', 'Opensource', 'environment', 'and', 'knowledge', 'sharing', 'culture', 'Strong', 'Data', 'Science', 'strategy', 'Take', 'part', 'in', 'customers', 'analytics', 'projects', 'as', 'well', 'as', 'recommendation', 'modelling', 'Develop', 'statistical', 'models', 'through', 'Python', 'or', 'R', 'which', 'will', 'help', 'to', 'understand', 'the', 'business', 'Bring', 'your', 'added', 'value', 'to', 'the', 'business', 'providing', 'relevant', 'recommendations', 'Future', 'responsibilities', 'lie', 'in', 'leading', 'a', 'small', 'team', 'of', '5', 'Ad', 'serving', 'technology', 'experience', 'is', 'a', 'must', 'Proven', 'abilities', 'using', 'R', 'Python', 'SQL', 'technologies', 'or', 'equivalent', 'Relevant', 'experience', 'in', 'Data', 'Science', 'Machine', 'learning', 'Business', 'acumen', 'and', 'excellent', 'communication', 'skills', 'Strong', 'background', 'in', 'statistical', 'modelling', 'Experience', 'in', 'the', 'mobile', 'advertising', 'in', 'a', 'strong', 'plus', 'Innovative', 'with', 'a', 'creative', 'flare', 'Print', 'job', 'Email', 'me', 'jobs', 'like', 'this', 'Privacy', 'Policy', 'Cookie', 'Policy', 'Antislavery', 'Policy', 'Site', 'Map', '4MAT', 'Web', 'Design']",year,185000.0
12,Sydney,Data Scientist - Perm - Sydney,Infopeople,Sydney NSW,"['Australian', 'citizenship', 'Required', 'Perm', 'role', 'based', 'in', 'a', 'very', 'prime', 'location', 'With', 'an', 'amazing', 'team', 'Required', 'Hands', 'on', 'experience', 'in', 'SQL', 'R', 'and', 'modelling', 'Explore', 'large', 'datasets', 'discover', 'trends', 'and', 'patterns', 'and', 'extract', 'insights', 'Yes', 'work', 'like', 'a', 'James', 'Bond', 'Drill', 'Detect', 'Discover', 'Apply', 'StatisticalMachine', 'Learning', 'techniques', 'to', 'build', 'data', 'product', 'and', 'features', 'Develop', 'scripts', 'to', 'extract', 'and', 'analyze', 'large', 'data', 'sets', 'and', 'build', 'statistical', 'models', 'Test', 'and', 'verify', 'scripts', 'and', 'models', 'to', 'ensure', 'accuracy', 'of', 'the', 'results', 'We', 'practice', 'Agile', 'Passionate', 'about', 'Data', 'Science', 'and', 'what', 'it', 'can', 'do', 'Great', 'team', 'player', 'Loads', 'of', 'enthusiasm', 'Curious', 'by', 'nature']",year,120000.0
13,Sydney,"Data Scientist/Biostatistician - Medicine Insights Sydney, Australia",Salt Recruitment,Sydney NSW,"['About', 'saltnnnWho', 'we', 'are', 'nnnMeet', 'the', 'AU', 'team', 'nnnMeet', 'the', 'NZ', 'team', 'nnnBlog', 'Who', 'we', 'are', 'Meet', 'the', 'AU', 'team', 'Meet', 'the', 'NZ', 'team', 'What', 'we', 'donnnOur', 'services', 'nnnFAQ', 'Our', 'services', 'Find', 'WorknnnCurrent', 'Jobs', 'Current', 'Jobs', 'Get', 'in', 'touchnnnContact', 'us', 'Contact', 'us']",year,100000.0
14,Sydney,Administrative Assistant,University of New South Wales,Paddington NSW,"['New', 'Window', 'Close']",year,65000.0
15,Sydney,"Business Intelligence Lead Sydney, Australia",Salt Recruitment,Sydney NSW,"['About', 'saltnnnWho', 'we', 'are', 'nnnMeet', 'the', 'AU', 'team', 'nnnMeet', 'the', 'NZ', 'team', 'nnnBlog', 'Who', 'we', 'are', 'Meet', 'the', 'AU', 'team', 'Meet', 'the', 'NZ', 'team', 'What', 'we', 'donnnOur', 'services', 'nnnFAQ', 'Our', 'services', 'Find', 'WorknnnCurrent', 'Jobs', 'Current', 'Jobs', 'Get', 'in', 'touchnnnContact', 'us', 'Contact', 'us']",year,150000.0
16,Sydney,"BI, DW and Data IT Recruitment Consultant - Sydney",CITI Recruitment,Sydney NSW,"['Existing', 'and', 'real', 'BI', 'DW', 'and', 'Big', 'Data', 'clients', 'to', 'work', 'on', 'Join', 'and', 'build', 'an', 'established', 'BI', 'DW', 'Analytics', 'and', 'Data', 'Desk', 'Winner', 'of', 'Best', 'Small', 'IT', 'Agency', 'Sara', 'Awards', 'Havexa0A', 'solid', 'IT', 'Recruitment', 'background', 'with', 'a', 'real', 'passion', 'within', 'the', 'technology', 'industries', 'Emerging', 'tech', 'BI', 'DW', 'Data', 'IM', 'and', 'Analytics', 'Search', 'You', 'should', 'have', 'a', 'solid', 'grasp', 'and', 'want', 'to', 'learn', 'more', 'about', 'the', 'latest', 'social', 'recruitment', 'techniques', 'including', 'professional', 'LinkedIn', 'and', 'social', 'networking', 'resourcing', 'methodologies', 'Niche', 'Want', 'to', 'continue', 'to', 'build', 'your', 'personal', 'brand', 'continue', 'to', 'develop', 'as', 'niche', 'technical', 'IT', 'specialist', 'recruiter', 'Skills', 'Excellent', 'IT', 'Understanding', 'eg', 'IT', 'Vendors', 'Big', 'Data', 'ERP', 'Software', 'Development', 'Testing', 'PMO', 'BIDW', 'Digital', 'Media', 'IT', 'Consulting', 'Sell', 'Have', 'a', 'hunter', 'attitude', 'to', 'their', 'work', 'Degree', 'Tertiary', 'Educated', 'preferred', 'Warm', 'existing', 'Data', 'Desk', 'to', 'take', 'over', 'Good', 'base', 'salary', 'Low', 'threshold', 'and', 'commissions', 'up', 'to', '50', 'Double', 'LCD', 'screens', 'and', 'new', 'recruitment', 'systems', 'cloudbased', 'Large', 'outdoor', 'terrace', 'perfect', 'for', 'summer', 'networking', 'events', 'and', 'lunches', 'Massive', 'library', 'Online', 'training', 'material', 'JuiceDP', 'Huge', '250k', 'Database', 'of', 'IT', 'Candidates', 'latest', 'technology', 'systems', 'and', 'access', 'to', 'the', 'full', 'Linkedin', 'Recruiter', 'iProfile', 'and', 'Monster', 'Products', 'We', 'are', 'a', 'Memberowner', 'of', 'a', 'Worldwide', 'Recruitment', 'Network', 'NPA', 'with', 'quarterly', 'recruitment', 'network', 'events', 'and', 'annual', 'conferences', 'Live', '457', 'sponsorship', 'or', '457', 'transfer', 'available']",year,70000.0
17,Sydney,Environmental Scientist - Water Quality,Hornsby Shire Council,Sydney NSW,"['Search', 'for', 'jobsnnSearch', 'for', 'jobsnEmail', 'subscribenEmail', 'unsubscribenTwitter', 'feed', 'Search', 'for', 'jobs', 'Email', 'subscribe', 'Email', 'unsubscribe', 'Twitter', 'feed', 'AdvertisersnnHow', 'to', 'place', 'an', 'advertisementnWhy', 'choose', 'NRMjobsnPay', 'an', 'invoice', 'online', 'How', 'to', 'place', 'an', 'advertisement', 'Why', 'choose', 'NRMjobs', 'Pay', 'an', 'invoice', 'online', 'About', 'usnnAbout', 'usnNRMjobs', 'puts', 'something', 'back', 'About', 'us', 'NRMjobs', 'puts', 'something', 'back']",year,80025.0
18,Sydney,Senior Data Scientist (Customer Marketing),Correlate Resources,Sydney NSW,"['CAREER', 'GROWTH', 'OPPORTUNITY', 'Rapidly', 'expanding', 'team', 'with', 'genuine', 'progression', 'paths', 'DATA', 'SCIENCE', 'PROJECTS', 'Propensity', 'Models', 'Customer', 'Segmentation', 'Nxt', 'Best', 'Action', 'EXCEPTIONAL', 'DATA', 'TECHNOLOGY', 'SAS', 'R', 'Python', 'Spark', 'Scala', 'SQL', 'Teradata', 'etc', 'Engaging', 'with', 'internal', 'and', 'external', 'stakeholders', 'to', 'consult', 'around', 'analytical', 'project', 'requirements', 'discuss', 'methodologies', 'and', 'negotiate', 'deliverables', 'Exposure', 'to', 'Scala', 'Spark', 'Hadoop', 'etc', 'will', 'prove', 'highly', 'advantageous']",year,160000.0
19,Sydney,Science Operations Manager,Department of Agriculture & Water Resources,Sydney NSW,"['Skip', 'to', 'content', 'Skip', 'to', 'main', 'navigation', 'Skip', 'to', 'search', 'Media', 'Centre', 'Travelling', 'to', 'Australia', 'Agriculture', 'farming', 'and', 'food', 'Animals', 'plants', 'and', 'pests', 'Trade', 'and', 'market', 'access', 'ABARES', 'science', 'and', 'economics', 'About', 'us', 'People', 'and', 'jobs', 'Job', 'vacancies', 'Jobs', 'List', 'Job', 'Alert', 'Job', 'Search', 'My', 'Profile', 'To', 'proceed', 'please', 'enable', 'JavaScript', 'in', 'your', 'internet', 'browser', 'After', 'enabling', 'JavaScript', 'you', 'will', 'need', 'to', 'close', 'and', 'reopen', 'this', 'browser', 'window', 'Start', 'your', 'application', 'by', 'clicking', 'the', 'begin', 'button', 'Login', 'to', 'an', 'existing', 'account', 'or', 'reset', 'your', 'password', 'Preview', 'Application', 'Form', 'Opens', 'in', 'new', 'window', 'xa9', 'Commonwealth', 'of', 'Australia', '2015', 'Site', 'map', 'Contact', 'us']",year,85448.0
